long,lat,amenity
-3.6957852,40.4050119,telephone
-3.6960315,40.4051922,restaurant
-3.7111223,40.4155153,pub
-3.7118077,40.4151444,cafe
-3.710199,40.4156849,restaurant
-3.7100123,40.4155619,restaurant
-3.7094162,40.415091,veterinary
-3.7092708,40.4156874,cafe
-3.7092361,40.4155208,telephone
-3.7094362,40.4160549,pub
-3.7095125,40.4158927,post_box
-3.7087534,40.4160572,telephone
-3.7093643,40.4166909,parking
-3.7085274,40.4160634,pub
-3.7076,40.41611,restaurant
-3.7045407,40.4167418,telephone
-8.208344,43.4858573,parking
-14.2299883,28.1544764,atm
-7.8682441,42.3167613,restaurant
-0.7808832,37.8593549,parking
-3.7090295,40.4184158,telephone
-3.708356,40.4188997,nightclub
-3.7083728,40.4190718,nightclub
-3.707732,40.4189466,pub
-3.7072973,40.4183126,telephone
-3.7068065,40.4180055,telephone
-3.7030775,40.4182924,restaurant
-3.7034021,40.4177464,pub
-3.7031152,40.4184983,telephone
-3.7036234,40.4187405,telephone
-3.7029353,40.4184455,cafe
-3.7032891,40.4190241,telephone
-3.7034826,40.4191176,recycling
-3.7039069,40.4191018,pub
-3.7040624,40.4193105,pub
-3.7040375,40.4200772,telephone
-3.7047235,40.4200816,telephone
-3.7054802,40.4201357,telephone
-3.7056393,40.4197183,toilets
-3.7068438,40.4206956,telephone
-4.5285828,36.5944123,toilets
-15.3893976,27.9447039,fuel
2.1781625,41.3759408,parking
2.1753843,41.3765276,parking
2.1724918,41.37665,parking
2.1686559,41.3750359,recycling
2.1691925,41.3750673,post_box
2.1738501,41.3754642,recycling
2.1717296,41.3764851,pharmacy
2.17064,41.3775458,recycling
-4.5269924,36.5923361,pharmacy
2.1728914,41.3757071,pharmacy
2.1732626,41.378235,pharmacy
2.1645229,41.3773945,pharmacy
2.1671579,41.3753851,pharmacy
2.1655638,41.3767208,fuel
1.8800815,41.96243,fuel
2.1674229,41.377464,pharmacy
-0.3818302,39.4737313,biergarten
-1.7906606,42.3356368,parking
-1.8207059,42.3331151,parking
-1.8196108,42.332014,parking
2.0110721,41.268678,post_box
-5.9007475,37.4243108,parking
-14.2323377,28.1636186,recycling
-3.6229598,40.43567,pharmacy
-14.2311483,28.1626731,recycling
2.0013869,41.2691059,pharmacy
2.0011638,41.2691317,fuel
-14.2497299,28.1911876,parking
-14.2292729,28.1646575,recycling
-0.3675734,39.4717761,parking
-14.2233081,28.2139815,parking
-14.0731338,28.4239596,parking
-6.6402417,42.0814138,fuel
-3.7381934,43.3834939,taxi
-3.7382788,43.383471,post_box
-3.7381496,43.3835865,telephone
-3.7080637,40.4839091,pharmacy
-5.4941586,38.699245,place_of_worship
-5.3135252,36.2365497,parking
-0.1015279,38.7803461,pharmacy
-0.0956945,38.7800814,parking
-0.4875089,38.351689,pharmacy
-0.762375,38.3440362,pharmacy
-3.6278558,40.447447,parking
-0.849488,38.3100683,fuel
-3.7009109,40.4094111,restaurant
-0.3756116,39.4742086,parking
-0.3755162,39.4739585,parking
-3.8422832,43.4578061,parking
-3.4420539,37.1347583,fuel
-1.7966236,42.3376263,parking
-1.5574329,42.0201578,parking
1.9809828,41.2893736,school
1.9767342,41.2807569,place_of_worship
-3.7108551,40.4774837,pharmacy
-0.4879186,38.3458754,police
-0.4009881,39.4844852,pharmacy
-5.5406325,37.1254701,fuel
-5.7320607,37.1523531,fuel
-5.7388585,37.1497466,fuel
-0.8998049,41.6605314,place_of_worship
-6.3026064,37.2713449,fuel
-2.0069064,36.8605573,parking
-0.9056599,41.6396189,bank
-0.9064232,41.6382058,bank
-0.9064974,41.6381247,bank
-0.9078461,41.6391895,bank
-3.6120881,39.4701042,fuel
2.8066348,41.9630908,fuel
-1.6498231,42.8272445,post_office
-1.6508469,42.8214791,telephone
-1.6593915,42.8142043,pharmacy
-1.6471307,42.8230172,pharmacy
-1.9566186,42.0498651,fuel
-1.6598277,42.8121224,pharmacy
-1.6584392,42.8114767,pharmacy
-1.6647149,42.8333038,fuel
-1.6510475,42.8319427,fuel
-6.0688253,43.3922426,recycling
-2.446878,36.8525592,fuel
3.1124477,39.6141266,cafe
-15.696423,27.7709917,ferry_terminal
-3.5920137,40.4590949,place_of_worship
-3.5775127,40.4744635,place_of_worship
-0.3701024,39.4740475,parking
-0.369375,39.4716673,courthouse
-0.8722822,41.6370368,parking
0.5400689,42.5889633,parking
-1.5059885,43.2839315,fuel
-16.2442315,28.4780268,recycling
-16.5338051,28.4156934,telephone
0.5383457,42.594655,place_of_worship
-0.5166242,38.3147939,parking
-0.5168645,38.314107,parking
-0.5174997,38.313346,parking
-0.5135086,38.3306652,fuel
-0.5130537,38.3222149,parking
-0.89054,41.6579457,taxi
-0.4711683,38.3543344,parking
-0.3786286,39.4680614,fuel
-0.3848753,39.5439731,place_of_worship
-3.6449911,40.4737309,fuel
-0.4116366,39.4411489,parking
-1.2267246,43.0088136,parking
-3.9201414,40.7177024,pharmacy
-0.4417606,38.369367,parking
-0.3352027,39.469184,parking
-0.3406126,39.4686344,parking
0.1952015,42.2812806,recycling
0.1963055,42.2802976,toilets
0.1957903,42.2804676,parking
0.1972757,42.2794245,toilets
0.2148579,42.2863276,place_of_worship
2.0969727,41.8130643,post_box
2.0980755,41.8117023,place_of_worship
-0.5052124,38.3387073,kindergarten
-0.3663635,39.4544432,parking
-0.357735,39.4523849,parking
-2.4631903,42.4714874,place_of_worship
-2.4320994,42.4596094,parking
-2.4316511,42.4607428,public_building
-2.4715043,42.3929156,parking
-1.8031812,42.3363003,fountain
-1.6360414,42.796593,bar
-0.3283205,39.4744937,parking
-0.3330485,39.46843,parking
-0.4683767,38.3644006,pub
-0.4866545,38.3377447,parking
0.5407531,42.5874741,parking
0.5692917,42.5601778,toilets
-0.3244807,39.4645109,parking
-0.3316152,39.4590336,parking
-0.3317536,39.4334753,parking
-0.3332719,39.426668,parking
-0.3357761,39.4335698,parking
-0.3903693,39.4587031,parking
-0.3948369,39.4543107,parking
-1.205429,39.5670506,place_of_worship
-3.6395198,40.4753392,pub
-2.4639564,41.9039452,fuel
-0.3992616,39.4678841,parking
-0.4027179,39.4599522,parking
-0.4004743,39.4610741,parking
-0.3977577,39.4636753,parking
-0.3986171,39.4631562,parking
-3.7024986,40.3977988,fuel
-0.3924721,39.4694121,place_of_worship
-0.3993935,39.4706666,parking
-0.3957982,39.4690467,parking
-0.4005837,39.4717358,parking
-0.3993688,39.473847,place_of_worship
-0.4045247,39.4704493,parking
-0.3889281,39.4475487,parking
-0.3859784,39.4491211,place_of_worship
-0.3799813,39.4549919,parking
-0.3699273,39.4534768,parking
-0.3695694,39.4448563,parking
-0.3663563,39.4441897,place_of_worship
-3.6908243,40.4188871,parking_entrance
-0.3931777,39.4431198,parking
-0.4080711,39.4623208,parking
-0.4098892,39.4620099,parking
-0.4054688,39.4577685,parking
-0.4045739,39.4593723,parking
-0.4050849,39.4613081,parking
-0.4089213,39.4572786,parking
-0.409934,39.4647039,parking
-1.932797,42.3321158,parking
-0.2835423,42.7239858,place_of_worship
-0.3520033,39.4375798,parking
-0.3489227,39.4331079,parking
-0.3395195,39.4477531,parking
-0.3396748,39.4459086,place_of_worship
-3.6920162,40.2966945,fuel
-3.7060307,40.3006322,parking
-1.9593405,42.305898,parking
-3.9043139,40.6049751,fuel
-0.4078328,39.465385,parking
-0.4109063,39.4674551,parking
-0.8865348,41.6255757,drinking_water
-3.1784495,39.9753135,fuel
-3.2803998,40.1632475,fuel
-1.7982253,42.3387426,pharmacy
-2.0044537,36.8804508,place_of_worship
-2.0059144,36.8797168,recycling
-2.0046365,36.8801028,post_box
-2.006381,36.8790772,parking
-2.0065789,36.879147,library
-2.0044175,36.8788447,telephone
-2.0062703,36.8787998,recycling
-2.0083566,36.8793433,recycling
-1.8077616,42.3389775,fire_station
-1.799242,42.3387625,recycling
-1.8031383,42.33707,recycling
-1.8039067,42.3361879,recycling
-1.7981991,42.3379288,post_office
-0.418279,39.4683671,parking
-0.4170245,39.4669009,parking
-0.4163659,39.4672773,parking
-0.4111652,39.4665586,parking
-0.41164,39.4701911,parking
-0.4107594,39.4711385,parking
-0.4074993,39.4717544,parking
-0.4220115,39.4719547,parking
-0.4237479,39.4746237,parking
-1.6761938,42.5189558,fire_station
-1.9608718,42.3049816,parking
-5.6930647,43.5408595,taxi
-3.687862,43.3880116,parking
-3.6878107,43.3887865,parking
-0.9046255,41.6424361,taxi
-1.4194422,41.8400414,fuel
-1.5206288,41.8320411,fuel
-1.6353044,41.824566,fuel
-0.4269225,39.4784423,parking
-0.4259043,39.4781973,parking
-0.4244459,39.4795562,parking
-0.4144867,39.4793029,parking
-1.6750751,42.8354476,pharmacy
-1.6746179,42.83721,pharmacy
-1.6728153,42.8359024,pharmacy
-1.6722981,42.8349515,pharmacy
-1.6692617,42.8338996,pharmacy
-1.6669685,42.8338594,pharmacy
-1.6729682,42.8368235,fuel
-1.6611432,42.8155033,pharmacy
-0.4049362,39.4886696,parking
-1.6908545,42.0664358,parking
-1.7386707,42.1166894,parking
-1.6295829,42.8145397,fuel
-0.3953858,39.495885,parking
-0.3941814,39.4965446,parking
-0.3903703,39.4942763,parking
-0.3831293,39.4916982,parking
-0.3818618,39.4920825,parking
-3.5855223,40.4739061,recycling
-0.3691907,39.4931467,parking
-0.3650405,39.4946894,parking
-0.3603859,39.4908725,parking
-0.3556429,39.4860498,parking
-0.3570027,39.488324,parking
-1.4592269,41.9104042,parking
-1.6896233,42.0648518,parking
-0.3791201,39.4635297,parking
-1.6334229,41.339302,parking
0.1315758,38.6882153,parking
-3.7849466,40.4428613,pharmacy
-3.7674448,40.5057382,fuel
-3.7675218,40.5049906,fuel
-3.7774011,40.5200845,pub
-3.7773496,40.519954,pub
-3.7812549,40.5200258,restaurant
-3.7755494,40.5188178,restaurant
-3.607598,40.031725,outdoor_fitness
-3.6087785,40.0311193,telephone
-3.6041913,40.0322164,post_box
-1.9811394,43.3170738,parking
-3.765142,40.6618315,fuel
-3.7591266,40.6583196,fuel
-1.8044181,42.3390266,pharmacy
-6.8548231,38.7634978,fuel
-7.0073255,39.2187133,fuel
-6.9705113,38.8929037,fuel
-3.609184,40.0254009,retirement_home
-0.9079469,41.6554951,taxi
-0.9097046,41.6567946,parking
-0.8988266,41.6489899,bank
-0.8991039,41.649696,bank
-0.8994625,41.6493221,bank
-0.8984491,41.6490696,bank
-3.6034243,40.0339684,cinema
-3.7511329,40.382149,parking
-3.7245231,40.3679505,place_of_worship
-3.4813411,40.4473856,fuel
-3.4723614,40.4534119,pharmacy
0.0625825,40.0553306,fountain
-1.79779,42.1088139,restaurant
-1.5871998,41.3645163,fuel
-0.0689802,39.9952712,toilets
-3.6120987,40.0252741,fire_station
-0.068879,39.9928919,fountain
-0.0672622,39.9932876,fountain
-3.8485595,40.4743209,fuel
-0.0684332,39.9935575,fountain
-3.6083815,41.066929,toilets
1.2561393,41.1135051,parking
-2.7983104,39.9166739,fuel
-0.5069671,38.3825523,cinema
-0.5150609,38.3901614,fuel
-0.5341325,38.4015231,fuel
-0.5354886,38.4013348,fuel
-3.7082951,40.4787503,recycling
-3.7032014,40.474608,recycling
-3.7006329,40.4754687,pub
-3.7133981,40.4788126,restaurant
-2.7732108,42.5357035,fuel
-1.5905526,42.0353902,cafe
-1.562502,42.0263033,parking
-3.2328295,39.8116799,fuel
-3.092768,39.6593188,fuel
-3.6292492,43.4032218,toilets
-3.6235913,43.4049036,toilets
-4.6847335,41.6120525,townhall
-1.4344637,38.2601664,fuel
-3.6781207,40.5055872,recycling
-1.8020027,42.3382607,pharmacy
-1.9792473,42.3120099,restaurant
-3.8067002,40.464178,parking
-0.3970892,39.5666269,place_of_worship
-0.867763,41.6375989,parking
-1.6267936,42.775799,parking
-3.7330368,40.398697,place_of_worship
-3.7435537,40.3955123,fountain
-3.700937,37.2150858,fuel
-3.8366041,40.4761099,pharmacy
-3.5406273,40.8282384,school
-3.675715,40.4737431,school
-3.7893122,40.3100434,school
-3.6996725,40.4208208,recycling
-3.8990678,40.431578,police
-3.7071055,43.350475,parking
-0.8942571,41.6412877,bank
-3.9678592,40.4917498,parking
-0.8822291,41.6400639,bank
-0.8740725,41.6395991,bank
-0.875265,41.6386934,bank
-13.8245989,28.9236377,fuel
-3.8772121,40.4076189,parking
-3.8789992,40.4076259,police
-3.8767622,40.4073616,post_office
-13.8284186,28.9306627,parking
-13.6837399,29.0046545,parking
-13.6862075,29.0307413,parking
-3.591902,37.1868357,pharmacy
-6.2825466,37.5281768,parking
-5.4885697,41.1380228,fuel
-3.6907183,40.5102761,parking
-3.6904014,40.5104394,pharmacy
-15.6019224,27.7533391,fuel
-3.7660953,40.3976996,parking
-3.7832808,40.4588974,police
1.842788,42.1001985,post_box
-3.9984659,40.4540896,police
-2.4417294,42.4654652,drinking_water
-2.440348,42.4661028,parking
-2.4362626,42.466178,pharmacy
-2.0152695,36.8746076,parking
2.0929816,41.353744,fuel
2.0807765,41.353802,fuel
2.0916769,41.3576354,fuel
-6.7673884,42.4615274,parking
-2.4472098,36.8578473,fuel
2.0868471,41.3513252,post_box
-0.0485185,40.0074921,fire_station
-3.8911513,40.3988,fuel
-3.4585939,43.3238335,parking
-1.6533999,42.8356585,fuel
-0.0204565,39.9972894,toilets
-2.3687872,42.4498369,parking
-2.3711511,42.4508097,parking
-15.5991052,28.0071342,parking
-15.6134151,28.0235911,parking
-15.5978592,27.9297085,parking
-15.567267,27.9626649,parking
-15.6698916,27.9064187,restaurant
-15.6847205,27.7560423,parking
-4.5540078,40.8622143,place_of_worship
-4.5545568,40.8615343,ice_cream
0.0772577,40.0717379,recycling
-3.579778,40.7346137,parking
4.1665975,40.0345277,parking
-16.6037291,28.3938484,toilets
-3.5081455,40.2909804,fuel
-3.5072271,40.2911047,fuel
-2.0923014,36.8145852,parking
-1.9053243,43.3161354,fuel
-4.9677234,42.2552805,fuel
-5.0324251,42.0980344,fuel
-4.735961,42.518373,fuel
-16.5663885,28.4085201,parking
3.2764568,39.7380773,parking
-4.7013998,41.7126334,fuel
-4.5596098,42.0543524,fuel
-15.4277079,28.1467854,ferry_terminal
-0.6659701,38.3517545,fuel
-0.666322,38.3517613,pub
-16.7272129,28.0578317,school
-16.5486923,28.411665,congress_center
3.8379872,39.9798075,car_rental
-4.6750138,41.7340365,parking
-8.7988678,42.4036563,library
-8.7985508,42.4035041,police
-8.8026931,42.402171,place_of_worship
-8.8027531,42.4009414,parking
-8.809096,42.4032484,bicycle_rental
-8.8027274,42.4025576,parking
-8.8067954,42.39953,pharmacy
4.1129932,39.9851511,parking
-0.9353881,38.3050666,restaurant
-3.7980658,37.9696539,fuel
1.4160719,38.734399,toilets
1.4162523,38.734406,cafe
1.4350303,38.9127472,toilets
1.4351909,38.91285,taxi
-8.7807194,42.4324959,parking
-8.7786682,42.4313917,parking
-8.7825055,42.4340176,parking
1.5068378,38.668791,parking
-3.8437717,43.4179242,taxi
-8.80393,42.4011109,cinema
-8.8030802,42.4013518,marketplace
1.0030502,41.0451135,recycling
0.9613509,41.1338849,parking
-3.6179573,41.040692,fuel
-3.6455097,40.020933,fuel
-3.4986066,38.5082982,parking
-3.4986465,38.5080123,restaurant
0.2300667,38.7333661,restaurant
0.2285265,38.7327696,restaurant
-3.3550754,36.9489209,pharmacy
-3.359577,36.9624372,parking
-3.26407,36.9987161,restaurant
-7.3064772,43.5918716,grave_yard
-3.4995327,36.8602292,parking
-3.5466857,36.7762686,fuel
-0.4700936,38.4628053,fuel
-0.4713811,38.4630674,fuel
-7.2998152,43.6004632,place_of_worship
-3.4960591,36.9192673,drinking_water
-8.1723367,43.4210998,place_of_worship
-5.3160792,36.2387562,recycling
-5.3161545,36.2369285,recycling
-5.3167201,36.2345195,pharmacy
-5.3166951,36.2343605,restaurant
-5.418413,36.4640056,fuel
-5.436214,36.4212014,fuel
-5.28242,36.5646287,parking
-0.4468743,38.4012698,grave_yard
-0.4545304,38.4303219,grave_yard
-8.167994,43.3867014,fuel
-0.473085,38.4021046,parking
-8.1705683,43.4072108,post_box
-8.1737442,43.4078252,post_office
-8.170903,43.4065249,chandler
-5.2661009,36.3333609,fuel
-5.2679297,36.3328191,fuel
-2.0133714,36.8757099,recycling
-2.1220731,42.7831639,parking
-2.119847,42.7840886,drinking_water
1.5824574,42.1826898,parking
1.581626,42.1820912,toilets
3.836014,40.0007646,toilets
-0.4220938,38.4058214,parking
-0.4244542,38.4052228,parking
-0.4339127,38.3923144,parking
-0.4281363,38.3975144,parking
-0.4284367,38.3987454,parking
-0.4281792,38.4003194,parking
-0.4266343,38.400992,parking
-0.4258274,38.4059358,parking
-0.4262394,38.4055591,parking
-0.3997469,38.4305503,fuel
-0.3844261,38.4324531,parking
-0.3846321,38.4330918,parking
-5.0127502,43.2941526,parking
-4.9366975,43.4564951,pub
2.0279239,41.5374492,fuel
-1.6032261,42.0555527,police
-1.6338938,42.7648734,fuel
3.1332665,39.8439153,post_box
3.1295482,39.8415034,post_box
3.1295875,39.84146,telephone
3.1285027,39.842851,telephone
3.1328158,39.8425431,telephone
3.1334028,39.8414201,telephone
3.1333588,39.8369828,telephone
3.1321006,39.8385808,telephone
3.131615,39.838828,telephone
3.1320699,39.8393528,post_box
3.131146,39.841753,telephone
3.1316565,39.8418278,car_rental
3.1336078,39.8416528,telephone
3.1342938,39.8415654,car_rental
3.1345748,39.842456,telephone
3.1343215,39.8428296,atm
3.1357514,39.8416773,telephone
3.1370428,39.8406638,post_box
3.1373732,39.8404472,pharmacy
3.1375968,39.8396397,telephone
-8.7640511,42.428761,parking
-8.7632872,42.4284379,parking
-8.1707077,43.4077939,telephone
-8.169563,43.4075094,fountain
-8.1705501,43.4057011,drinking_water
-4.0523635,40.7693517,drinking_water
-8.1718258,43.4077498,drinking_water
-4.175687,40.5924584,drinking_water
-1.7854291,42.3583564,parking
-4.2300954,40.595814,parking
-4.1967919,40.5594092,parking
-4.1261079,40.6011636,fountain
-3.6972543,40.442361,pharmacy
-3.8170332,43.4526683,parking
-2.1808248,42.188479,drinking_water
-2.2397873,42.2098917,drinking_water
-4.1526179,40.5759974,parking
-4.1792161,40.6307963,drinking_water
-4.1532788,40.5741525,parking
-2.167709,42.2133112,drinking_water
-4.1495982,40.5897706,parking
-4.1311462,40.6677975,parking
-4.1661659,40.5964851,parking
-1.8000165,42.3392511,recycling
0.21351,42.286641,parking
-0.2524227,38.4991891,fuel
-0.2370281,38.5047452,pharmacy
-0.2324263,38.5074192,pharmacy
-0.229464,38.5068357,fuel
-0.4213021,38.4130059,fuel
1.92778,41.47517,fuel
-8.7548554,42.2024533,car_wash
-4.0480975,40.5898391,parking
-4.0484951,40.58998,pub
-4.048332,40.5903124,restaurant
-4.0478428,40.5898236,parking
-4.1350981,40.5974866,place_of_worship
-0.2146817,38.5086197,parking
-0.2186298,38.5066347,fuel
-0.238117,38.5227345,pharmacy
-3.8352862,43.4600704,parking
0.4817987,42.1071453,place_of_worship
-0.2632145,38.5759105,pub
-17.9452145,28.6512008,recycling
-0.8791075,41.6335314,fountain
-5.6714101,42.0024481,fuel
-5.6612482,41.9972164,car_wash
-5.6798911,42.0021422,pharmacy
-5.6774393,42.0053829,telephone
1.9946304,41.3071421,pub
-1.522597,42.8058391,fountain
3.1206301,39.8393159,pharmacy
-2.29559,37.3551083,post_office
-5.6805772,42.0021483,cafe
-4.4629772,40.7971463,cafe
-4.4628638,40.7971136,toilets
-2.2222469,36.7580764,parking
-2.2989722,37.3577658,pharmacy
-5.8751186,43.5507627,parking
-5.8724406,43.550601,fuel
-5.8711961,43.547559,fuel
-5.6773772,41.9977932,pharmacy
-5.6612122,41.9992065,fuel
-5.8330322,43.5564166,fuel
-5.8620294,43.5519972,parking
-5.8848723,43.5536943,parking
-5.8836621,43.5541671,parking
-5.8856706,43.553856,bus_station
-5.8872019,43.5538372,bus_station
-5.8860396,43.553545,pharmacy
-5.886074,43.5536321,telephone
-5.8839466,43.5538398,telephone
-5.8816022,43.5523258,bus_station
-5.8812932,43.5523694,bus_station
-5.8785552,43.5512683,bus_station
-5.8773364,43.5512496,bus_station
-5.8754567,43.5508764,bus_station
-5.8746499,43.5509697,bus_station
-5.8743495,43.5517411,parking
-5.8734483,43.5508951,parking
-2.2504022,43.2921258,bus_station
-2.3584111,37.3469631,post_office
-3.1422301,37.3043422,fuel
-3.7966274,43.4725619,parking
-2.2966106,37.3556522,pharmacy
0.0644245,40.0552212,drinking_water
0.0647039,40.0549853,drinking_water
3.004684,39.4376011,fuel
2.4866478,39.5265329,fuel
2.7205401,39.5363743,fuel
2.8954005,39.4858759,fuel
-0.4388351,38.4058829,fuel
-0.0666603,38.5754261,pharmacy
-0.0644802,38.5778148,restaurant
3.2617754,39.419602,pharmacy
-3.7083259,40.4294759,fuel
-1.840113,37.13857,fuel
-5.9940216,37.3851906,ice_cafe
-6.0411605,37.3690137,fountain
-6.8678019,37.189222,fuel
-5.9199692,37.3875844,restaurant
-5.921418,37.3871381,telephone
-5.9215507,37.3871325,post_box
-5.9221592,37.3871283,recycling
